customer_id,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,tenure,monthly_charges,total_charges,churn
CUST_000186,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,15,36.682468267572204,644.5758211330041,0
CUST_000187,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),54,39.259900859797035,2248.2996022122475,1
CUST_000188,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,17,94.03222638366994,1669.564157317804,1
CUST_000189,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,27,70.71193578571034,1917.7958367174685,0
CUST_000190,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),72,94.89715100226285,6784.331211221833,0
CUST_000191,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,6,39.21306604352398,194.4472473184463,0
CUST_000192,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),4,92.35575529838405,360.7642715791134,0
CUST_000193,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,10,40.85522261439233,501.5483455199392,1
CUST_000194,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,4,73.9491023672947,269.27792409647475,0
CUST_000195,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,8,105.01382887047669,849.0904925051319,1
CUST_000196,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,32,30.695144903722667,,0
CUST_000197,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,15,79.61831036248478,1029.9913452331057,1
CUST_000198,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Monthly,No,Electronic check,11,85.88283116612595,891.5405167797996,1
CUST_000199,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),11,75.62845783943064,929.5715963544118,1
CUST_000200,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Mailed check,5,101.7288761495246,560.789503169908,1
CUST_000201,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),14,99.04575771946557,,0
CUST_000202,Yes,No,Fiber optic,No,No,No,No,No,No,Yearly,Yes,Bank transfer (automatic),23,60.851290405574375,1352.6049571145056,0
CUST_000203,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),3,64.34478144307172,,1
CUST_000204,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),72,118.75,8509.15292453503,0
CUST_000205,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,14,90.77920859330996,1275.4863131534298,0
CUST_000206,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,70,65.7791484243365,4639.275011387976,0
CUST_000207,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,No,Electronic check,3,57.34049628461054,213.66581760887723,0
CUST_000208,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,34,70.44471435895312,2419.7976866386634,0
CUST_000209,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23,48.692287425012026,1109.8761377146907,0
CUST_000210,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,41,62.91894552056539,2487.2975581181986,0
CUST_000211,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),22,77.17147558096943,1701.8901030347845,0
CUST_000212,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),72,34.456326930427196,2372.4307542077213,1
CUST_000213,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,23,84.83103651026418,1979.492806245316,1
CUST_000214,Yes,No phone service,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,36,65.2619352000341,,0
CUST_000215,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,50,97.97597289937826,4890.822202643601,1
CUST_000216,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,30,71.49597629577869,2119.3026561209363,0
CUST_000217,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,17,86.74372515151664,1502.9439429219444,1
CUST_000218,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),7,45.36073145717368,278.01993416269056,0
CUST_000219,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,46,82.95923120338526,3828.935220862106,1
CUST_000220,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,15,78.29216561063654,1183.609919366161,0
CUST_000221,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,23,41.925844900893054,967.5829354020185,1
CUST_000222,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),1,73.45354755866745,93.08732934985288,1
CUST_000223,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),16,102.88126026352987,1585.9758189731654,0
CUST_000224,Yes,No,DSL,No,Yes,No,No,Yes,No,Yearly,Yes,Bank transfer (automatic),28,66.22319777406368,1795.9550946599727,1
CUST_000225,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,21,72.47277686531099,1593.6021001348174,0
CUST_000226,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,14,66.87349534457778,859.2353051883435,0
CUST_000227,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthly,No,Electronic check,6,40.97942653247037,354.19394994180294,0
CUST_000228,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,8,64.32400671084626,507.70391354405734,1
CUST_000229,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),28,77.25430138333013,2120.596469492094,1
CUST_000230,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,6,51.377477285174194,351.3222908342849,0
CUST_000231,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,23,67.16514677688974,1516.6867066148975,0
CUST_000232,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),21,85.45052618507377,1811.3708909272027,0
CUST_000233,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,72,104.93124361952644,7617.203615532022,1
CUST_000234,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),1,54.191336902614395,89.85409720793393,0
CUST_000235,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,2,87.19600747620609,195.7166872365235,1
CUST_000236,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Electronic check,16,80.71175266309922,1324.1196143633758,0
CUST_000237,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,17,56.094235787335165,,0
CUST_000238,Yes,No phone service,DSL,No,Yes,No,Yes,No,No,One year,No,Credit card (automatic),1,58.577511298693345,99.1322436831193,0
CUST_000239,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,41,48.321449872744914,1927.5405284777833,1
CUST_000240,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,16,72.12483172564926,1226.9531098557698,0
CUST_000241,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,10,96.93568361023503,961.5465083438216,1
CUST_000242,Yes,No phone service,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),9,71.97382123917605,656.6234826242925,0
CUST_000243,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),47,70.9071226109855,3316.957210684221,0
CUST_000244,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,5,89.73414798972155,478.9762818460057,1
CUST_000245,Yes,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,4,88.01527612006238,404.7672844043736,0
CUST_000246,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),5,99.65695690248309,448.6813078442319,0
CUST_000247,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),23,81.26000972043514,1865.5160915990798,0
CUST_000248,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),39,85.77735441203072,3353.8095933400814,0
CUST_000249,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,9,43.99966854147335,417.81318671892257,1
CUST_000250,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,Yes,Electronic check,4,44.55439201692659,163.63961208705936,1
CUST_000251,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),5,41.296127384576145,184.88271755124757,1
CUST_000252,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,23,82.62379363308828,1944.6523627375666,0
CUST_000253,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,6,53.23604027911086,344.8481370581091,1
CUST_000254,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,50,56.30825367064647,2826.1859199214255,1
CUST_000255,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,2,88.44851600107074,239.36729636801593,0
CUST_000256,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),1,105.64960334910154,38.763221107771884,1
CUST_000257,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),2,68.69160731966576,177.3058489460592,1
CUST_000258,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,44,39.96618734210954,1777.1936240340426,0
CUST_000259,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),25,107.41324202848483,,1
CUST_000260,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),72,72.02451580096931,5244.081496756821,0
CUST_000261,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),9,81.51333548264016,837.3998162384582,0
CUST_000262,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),5,47.07861981525252,271.5601895959579,1
CUST_000263,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),19,57.02473997848675,,0
CUST_000264,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),18,81.47200150800931,,1
CUST_000265,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,21,67.79323703994126,1387.1110097352514,1
CUST_000266,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),10,61.32621013418381,545.991206119479,1
CUST_000267,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1,108.68298817801326,108.0302217036538,1
CUST_000268,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,1,93.02287242508751,126.77333213551785,1
CUST_000269,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,26,90.55246110688711,2405.1102690284456,1
CUST_000270,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,17,33.18589157504934,571.6946955389913,0
CUST_000271,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),41,55.32826379168309,2272.135501511455,0
CUST_000272,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Electronic check,8,99.52190851862171,846.8912914511756,1
CUST_000273,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),40,52.83109451533744,2096.546958510891,0
CUST_000274,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),13,80.90704987526462,1023.6854248984745,1
CUST_000275,Yes,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),2,66.15327396203938,213.2184885887608,0
CUST_000276,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,72,66.47772663414285,4772.508248167276,0
CUST_000277,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,17,80.28196971437495,1410.624184552133,0
CUST_000278,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,23,26.032188515573644,666.7218546360127,1
CUST_000279,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,No,Electronic check,26,36.939657725519176,970.9314014612012,1
CUST_000280,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),10,32.92495495160165,342.4421484343374,0
CUST_000281,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),33,42.6464560086635,1497.2232464588162,0
CUST_000282,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,49,49.460352834850866,2358.158675301746,0
CUST_000283,No,No phone service,DSL,Yes,No,No,No,Yes,No,One year,No,Credit card (automatic),11,64.32825498400248,641.3642251310885,0
CUST_000284,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,25,112.9952412385093,2865.6579676186966,0
CUST_000285,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two years,Yes,Mailed check,33,60.63574428999531,1980.5417827607164,0
CUST_000286,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),5,19.496693182325128,140.55822562696596,1
CUST_000287,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,9,64.40318938158484,576.8073330373592,0
CUST_000288,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),2,101.50774052263118,,1
CUST_000289,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),22,52.66247360148375,1114.5013671018069,0
CUST_000290,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),38,111.10647116631392,4252.70200670025,1
CUST_000291,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,22,70.43202683177434,1524.456322378195,1
CUST_000292,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,4,85.53062879027327,378.1340515148565,0
CUST_000293,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,18,75.55146905103126,1478.1562672588361,0
CUST_000294,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthly,Yes,Credit card (automatic),43,54.07216375897366,2284.8784053336653,1
CUST_000295,Yes,No phone service,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,8,64.30237779118359,496.714625600221,0
CUST_000296,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,42,65.05012827985871,2725.718262047814,1
CUST_000297,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),36,92.90936097097962,3360.8745476416293,1
CUST_000298,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),1,54.406413763300556,18.8,0
CUST_000299,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),6,28.990180870356394,175.6030411431998,0
CUST_000300,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18,51.19391379145281,910.5662997902798,0
CUST_000301,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,30,68.22316877747802,2036.1229539422702,0
CUST_000302,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,50,56.50727200055184,2840.0903236712684,0
CUST_000303,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two years,No,Electronic check,24,76.23930018484303,1847.4468216982461,1
CUST_000304,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,11,80.29389375997727,900.1619768850202,0
CUST_000305,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),4,64.72519544865189,205.04854333056528,0
CUST_000306,Yes,No,DSL,No,No,Yes,Yes,No,No,,Yes,Electronic check,34,69.16286757810317,2339.0178557765853,0
CUST_000307,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),5,32.8846082254593,149.80449158895846,0
CUST_000308,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,28,46.873442154077665,1338.8210496831514,0
CUST_000309,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,4,87.29560447789846,,0
CUST_000310,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),2,39.825824062911,89.32008745760638,1
CUST_000311,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthly,No,Electronic check,6,85.68450832781542,594.5499494150421,0
CUST_000312,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),8,64.02481158884275,379.1553387320811,0
CUST_000313,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),25,107.55052614497819,2680.2676744528885,0
CUST_000314,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),4,55.153857207694934,121.3738175067885,0
CUST_000315,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,63,47.52295270556062,2993.959711843711,1
CUST_000316,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),19,70.0254119264663,1372.2560062237421,0
CUST_000317,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,16,63.32701992083883,987.6866416998679,0
CUST_000318,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),13,85.08460366265538,1152.4028509908483,0
CUST_000319,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20,45.89071667914571,985.8562886069196,0
CUST_000320,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,1,105.62325325785051,125.71200094633875,0
CUST_000321,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),72,94.77496653701061,6798.048943145318,0
CUST_000322,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,19,106.34209690091141,2047.3000546679325,0
CUST_000323,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),1,97.8707648406467,181.91530270224007,1
CUST_000324,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,21,65.58419280932279,1310.7110394820818,0
CUST_000325,Yes,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),13,85.49722307438753,,0
CUST_000326,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),1,87.31811697740227,22.872288881235548,0
CUST_000327,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,61,100.71791461677944,6067.9140669301505,0
CUST_000328,Yes,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),1,65.1296258979942,18.8,0
CUST_000329,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),20,86.76823357933864,1733.395353340714,0
CUST_000330,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),72,92.3121392355628,6709.623591863656,1
CUST_000331,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,6,29.045000494561382,61.29008116372944,1
CUST_000332,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),7,84.28463190159732,585.6535675399616,0
CUST_000333,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,1,107.03231837372563,99.37709018379802,1
CUST_000334,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,1,72.29984009852456,18.8,1
CUST_000335,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,1,51.13413790743713,80.71293972694144,0
CUST_000336,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),41,52.731468687454665,,0
CUST_000337,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),43,61.99440419538439,2778.7045232817745,0
CUST_000338,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,31,40.63695783755612,1284.6687984777661,0
CUST_000339,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),10,60.70747201166725,609.8724320013075,0
CUST_000340,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),41,51.69707310946699,2151.9909358069026,0
CUST_000341,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18,30.175489871049322,610.3349856417859,1
CUST_000342,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),8,87.1495416225685,769.2378247023383,0
CUST_000343,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,13,32.52562196903539,469.23501527645226,0
CUST_000344,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,1,94.033695731307,,1
CUST_000345,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,69,74.80357756506378,5221.610100937736,0
CUST_000346,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),23,58.43926553770351,1389.5676610524877,0
CUST_000347,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),31,66.98061731254803,2056.6833122143253,0
CUST_000348,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,27,38.799509207870116,1110.44862106803,0
CUST_000349,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,26,82.2222391003271,2116.346225874154,0
CUST_000350,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,1,88.45022148908583,101.62871376733163,1
CUST_000351,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),17,45.42569282873488,753.4288686011687,1
CUST_000352,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),41,90.77155144321577,3755.332682871378,0
CUST_000353,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),1,80.67371703173269,144.6518510797543,1
CUST_000354,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),72,81.81376118042597,5870.247533782627,0
CUST_000355,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),13,67.47259265328935,806.5571818582155,1
CUST_000356,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),8,72.07662925362693,,0
CUST_000357,Yes,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,18,53.501634489019565,1014.8093741484324,0
CUST_000358,Yes,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),38,84.0524566433392,3272.2165975900284,0
CUST_000359,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,15,46.82521439068407,747.0728375944883,0
CUST_000360,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24,32.575082040954115,827.6504796219893,1
CUST_000361,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Electronic check,16,91.06136230067929,1421.1108293307973,0
CUST_000362,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,23,48.88205607446913,1161.138738315574,0
CUST_000363,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),3,66.0199259983007,305.40116473687635,0
CUST_000364,Yes,No,DSL,No,No,No,Yes,Yes,No,Two years,No,Bank transfer (automatic),1,70.47827803134459,42.82867009478947,0
CUST_000365,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,3,41.00165597249032,62.105842362523525,0
CUST_000366,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthly,Yes,Bank transfer (automatic),8,42.639183117865166,348.1415885634526,0
CUST_000367,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,7,66.66482185495902,513.5257387684427,0
CUST_000368,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),22,37.037904884516244,825.659506618458,0
CUST_000369,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,14,71.09187293372449,,0
CUST_000370,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),1,81.74922179741093,38.730165048632145,1
CUST_000371,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),1,66.32896126677437,18.8,1
